"Gender"	"Provinces"	"Periodo"	"Situation"	"value"
"Males"	"03 Alicante/Alacant"	"2012QI"	"Parados que buscan primer empleo"	6.4
"Females"	"03 Alicante/Alacant"	"2012QI"	"Parados que buscan primer empleo"	9.9
"Males"	"04 Almería"	"2012QI"	"Parados que buscan primer empleo"	3.2
"Females"	"04 Almería"	"2012QI"	"Parados que buscan primer empleo"	2.7
"Males"	"01 Araba/Álava"	"2012QI"	"Parados que buscan primer empleo"	0.5
"Females"	"01 Araba/Álava"	"2012QI"	"Parados que buscan primer empleo"	0.7
"Males"	"33 Asturias"	"2012QI"	"Parados que buscan primer empleo"	6.4
"Females"	"33 Asturias"	"2012QI"	"Parados que buscan primer empleo"	4.5
"Males"	"05 Ávila"	"2012QI"	"Parados que buscan primer empleo"	0.7
"Females"	"05 Ávila"	"2012QI"	"Parados que buscan primer empleo"	0.7
"Males"	"06 Badajoz"	"2012QI"	"Parados que buscan primer empleo"	4.5
"Females"	"06 Badajoz"	"2012QI"	"Parados que buscan primer empleo"	6.8
"Males"	"07 Balears, Illes"	"2012QI"	"Parados que buscan primer empleo"	3.8
"Females"	"07 Balears, Illes"	"2012QI"	"Parados que buscan primer empleo"	6.7
"Males"	"08 Barcelona"	"2012QI"	"Parados que buscan primer empleo"	34.2
"Females"	"08 Barcelona"	"2012QI"	"Parados que buscan primer empleo"	30.6
"Males"	"48 Bizkaia"	"2012QI"	"Parados que buscan primer empleo"	2.1
"Females"	"48 Bizkaia"	"2012QI"	"Parados que buscan primer empleo"	2.4
"Males"	"09 Burgos"	"2012QI"	"Parados que buscan primer empleo"	1.3
"Females"	"09 Burgos"	"2012QI"	"Parados que buscan primer empleo"	0.8
"Males"	"10 Cáceres"	"2012QI"	"Parados que buscan primer empleo"	1.6
"Females"	"10 Cáceres"	"2012QI"	"Parados que buscan primer empleo"	2.6
"Males"	"11 Cádiz"	"2012QI"	"Parados que buscan primer empleo"	7.8
"Females"	"11 Cádiz"	"2012QI"	"Parados que buscan primer empleo"	10.6
"Males"	"39 Cantabria"	"2012QI"	"Parados que buscan primer empleo"	1.1
"Females"	"39 Cantabria"	"2012QI"	"Parados que buscan primer empleo"	2.7
"Males"	"12 Castellón/Castelló"	"2012QI"	"Parados que buscan primer empleo"	1.9
"Females"	"12 Castellón/Castelló"	"2012QI"	"Parados que buscan primer empleo"	2.1
"Males"	"13 Ciudad Real"	"2012QI"	"Parados que buscan primer empleo"	2.2
"Females"	"13 Ciudad Real"	"2012QI"	"Parados que buscan primer empleo"	5.7
"Males"	"14 Córdoba"	"2012QI"	"Parados que buscan primer empleo"	4
"Females"	"14 Córdoba"	"2012QI"	"Parados que buscan primer empleo"	6
"Males"	"15 Coruña, A"	"2012QI"	"Parados que buscan primer empleo"	2.3
"Females"	"15 Coruña, A"	"2012QI"	"Parados que buscan primer empleo"	2.7
"Males"	"16 Cuenca"	"2012QI"	"Parados que buscan primer empleo"	1
"Females"	"16 Cuenca"	"2012QI"	"Parados que buscan primer empleo"	1.3
"Males"	"20 Gipuzkoa"	"2012QI"	"Parados que buscan primer empleo"	0.7
"Females"	"20 Gipuzkoa"	"2012QI"	"Parados que buscan primer empleo"	0.7
"Males"	"17 Girona"	"2012QI"	"Parados que buscan primer empleo"	3.4
"Females"	"17 Girona"	"2012QI"	"Parados que buscan primer empleo"	7.1
"Males"	"18 Granada"	"2012QI"	"Parados que buscan primer empleo"	6.1
"Females"	"18 Granada"	"2012QI"	"Parados que buscan primer empleo"	6.6
"Males"	"19 Guadalajara"	"2012QI"	"Parados que buscan primer empleo"	0.8
"Females"	"19 Guadalajara"	"2012QI"	"Parados que buscan primer empleo"	1.4
"Males"	"21 Huelva"	"2012QI"	"Parados que buscan primer empleo"	2.8
"Females"	"21 Huelva"	"2012QI"	"Parados que buscan primer empleo"	1.6
"Males"	"22 Huesca"	"2012QI"	"Parados que buscan primer empleo"	0.1
"Females"	"22 Huesca"	"2012QI"	"Parados que buscan primer empleo"	1
"Males"	"23 Jaén"	"2012QI"	"Parados que buscan primer empleo"	4.1
"Females"	"23 Jaén"	"2012QI"	"Parados que buscan primer empleo"	4.8
"Males"	"24 León"	"2012QI"	"Parados que buscan primer empleo"	1.8
"Females"	"24 León"	"2012QI"	"Parados que buscan primer empleo"	2.7
"Males"	"25 Lleida"	"2012QI"	"Parados que buscan primer empleo"	2.1
"Females"	"25 Lleida"	"2012QI"	"Parados que buscan primer empleo"	2.7
"Males"	"27 Lugo"	"2012QI"	"Parados que buscan primer empleo"	0.7
"Females"	"27 Lugo"	"2012QI"	"Parados que buscan primer empleo"	1.2
"Males"	"28 Madrid"	"2012QI"	"Parados que buscan primer empleo"	29.5
"Females"	"28 Madrid"	"2012QI"	"Parados que buscan primer empleo"	31.2
"Males"	"29 Málaga"	"2012QI"	"Parados que buscan primer empleo"	8.2
"Females"	"29 Málaga"	"2012QI"	"Parados que buscan primer empleo"	11.6
"Males"	"30 Murcia"	"2012QI"	"Parados que buscan primer empleo"	6.4
"Females"	"30 Murcia"	"2012QI"	"Parados que buscan primer empleo"	4.8
"Males"	"31 Navarra"	"2012QI"	"Parados que buscan primer empleo"	1
"Females"	"31 Navarra"	"2012QI"	"Parados que buscan primer empleo"	3.2
"Males"	"32 Ourense"	"2012QI"	"Parados que buscan primer empleo"	0.8
"Females"	"32 Ourense"	"2012QI"	"Parados que buscan primer empleo"	1.8
"Males"	"34 Palencia"	"2012QI"	"Parados que buscan primer empleo"	0.6
"Females"	"34 Palencia"	"2012QI"	"Parados que buscan primer empleo"	1
"Males"	"35 Palmas, Las"	"2012QI"	"Parados que buscan primer empleo"	6.3
"Females"	"35 Palmas, Las"	"2012QI"	"Parados que buscan primer empleo"	8.5
"Males"	"36 Pontevedra"	"2012QI"	"Parados que buscan primer empleo"	3.1
"Females"	"36 Pontevedra"	"2012QI"	"Parados que buscan primer empleo"	5.7
"Males"	"26 Rioja, La"	"2012QI"	"Parados que buscan primer empleo"	1
"Females"	"26 Rioja, La"	"2012QI"	"Parados que buscan primer empleo"	2.1
"Males"	"37 Salamanca"	"2012QI"	"Parados que buscan primer empleo"	0.7
"Females"	"37 Salamanca"	"2012QI"	"Parados que buscan primer empleo"	1.2
"Males"	"38 Santa Cruz de Tenerife"	"2012QI"	"Parados que buscan primer empleo"	3.7
"Females"	"38 Santa Cruz de Tenerife"	"2012QI"	"Parados que buscan primer empleo"	6.8
"Males"	"40 Segovia"	"2012QI"	"Parados que buscan primer empleo"	NA
"Females"	"40 Segovia"	"2012QI"	"Parados que buscan primer empleo"	1.5
"Males"	"41 Sevilla"	"2012QI"	"Parados que buscan primer empleo"	9.6
"Females"	"41 Sevilla"	"2012QI"	"Parados que buscan primer empleo"	14.9
"Males"	"42 Soria"	"2012QI"	"Parados que buscan primer empleo"	0.2
"Females"	"42 Soria"	"2012QI"	"Parados que buscan primer empleo"	0.2
"Males"	"43 Tarragona"	"2012QI"	"Parados que buscan primer empleo"	1.4
"Females"	"43 Tarragona"	"2012QI"	"Parados que buscan primer empleo"	5.4
"Males"	"44 Teruel"	"2012QI"	"Parados que buscan primer empleo"	0.2
"Females"	"44 Teruel"	"2012QI"	"Parados que buscan primer empleo"	0.1
"Males"	"45 Toledo"	"2012QI"	"Parados que buscan primer empleo"	1.6
"Females"	"45 Toledo"	"2012QI"	"Parados que buscan primer empleo"	6.3
"Males"	"46 Valencia/València"	"2012QI"	"Parados que buscan primer empleo"	6
"Females"	"46 Valencia/València"	"2012QI"	"Parados que buscan primer empleo"	10
"Males"	"47 Valladolid"	"2012QI"	"Parados que buscan primer empleo"	1.7
"Females"	"47 Valladolid"	"2012QI"	"Parados que buscan primer empleo"	1.6
"Males"	"49 Zamora"	"2012QI"	"Parados que buscan primer empleo"	0.5
"Females"	"49 Zamora"	"2012QI"	"Parados que buscan primer empleo"	0.3
"Males"	"50 Zaragoza"	"2012QI"	"Parados que buscan primer empleo"	2.5
"Females"	"50 Zaragoza"	"2012QI"	"Parados que buscan primer empleo"	3
"Males"	"51 Ceuta"	"2012QI"	"Parados que buscan primer empleo"	1.2
"Females"	"51 Ceuta"	"2012QI"	"Parados que buscan primer empleo"	1.5
"Males"	"52 Melilla"	"2012QI"	"Parados que buscan primer empleo"	0.5
"Females"	"52 Melilla"	"2012QI"	"Parados que buscan primer empleo"	1.1
"Males"	"02 Albacete"	"2011QIV"	"Parados que buscan primer empleo"	1.9
"Females"	"02 Albacete"	"2011QIV"	"Parados que buscan primer empleo"	4.1
"Males"	"03 Alicante/Alacant"	"2011QIV"	"Parados que buscan primer empleo"	9.1
"Females"	"03 Alicante/Alacant"	"2011QIV"	"Parados que buscan primer empleo"	9.5
"Males"	"04 Almería"	"2011QIV"	"Parados que buscan primer empleo"	4.3
"Females"	"04 Almería"	"2011QIV"	"Parados que buscan primer empleo"	4.1
"Males"	"01 Araba/Álava"	"2011QIV"	"Parados que buscan primer empleo"	0.9
"Females"	"01 Araba/Álava"	"2011QIV"	"Parados que buscan primer empleo"	1.7
"Males"	"33 Asturias"	"2011QIV"	"Parados que buscan primer empleo"	4.9
"Females"	"33 Asturias"	"2011QIV"	"Parados que buscan primer empleo"	4.7
"Males"	"05 Ávila"	"2011QIV"	"Parados que buscan primer empleo"	0.8
"Females"	"05 Ávila"	"2011QIV"	"Parados que buscan primer empleo"	0.4
"Males"	"06 Badajoz"	"2011QIV"	"Parados que buscan primer empleo"	4.2
"Females"	"06 Badajoz"	"2011QIV"	"Parados que buscan primer empleo"	6.4
"Males"	"07 Balears, Illes"	"2011QIV"	"Parados que buscan primer empleo"	4.5
"Females"	"07 Balears, Illes"	"2011QIV"	"Parados que buscan primer empleo"	5.2
"Males"	"08 Barcelona"	"2011QIV"	"Parados que buscan primer empleo"	26.8
"Females"	"08 Barcelona"	"2011QIV"	"Parados que buscan primer empleo"	30.9
"Males"	"48 Bizkaia"	"2011QIV"	"Parados que buscan primer empleo"	2.6
"Females"	"48 Bizkaia"	"2011QIV"	"Parados que buscan primer empleo"	6.1
"Males"	"09 Burgos"	"2011QIV"	"Parados que buscan primer empleo"	0.4
"Females"	"09 Burgos"	"2011QIV"	"Parados que buscan primer empleo"	1
"Males"	"10 Cáceres"	"2011QIV"	"Parados que buscan primer empleo"	1.8
"Females"	"10 Cáceres"	"2011QIV"	"Parados que buscan primer empleo"	2.4
"Males"	"11 Cádiz"	"2011QIV"	"Parados que buscan primer empleo"	9.5
"Females"	"11 Cádiz"	"2011QIV"	"Parados que buscan primer empleo"	8.1
"Males"	"39 Cantabria"	"2011QIV"	"Parados que buscan primer empleo"	1.3
"Females"	"39 Cantabria"	"2011QIV"	"Parados que buscan primer empleo"	2.6
"Males"	"12 Castellón/Castelló"	"2011QIV"	"Parados que buscan primer empleo"	2.9
"Females"	"12 Castellón/Castelló"	"2011QIV"	"Parados que buscan primer empleo"	1.5
"Males"	"13 Ciudad Real"	"2011QIV"	"Parados que buscan primer empleo"	2.2
"Females"	"13 Ciudad Real"	"2011QIV"	"Parados que buscan primer empleo"	6
"Males"	"14 Córdoba"	"2011QIV"	"Parados que buscan primer empleo"	3.8
"Females"	"14 Córdoba"	"2011QIV"	"Parados que buscan primer empleo"	5.3
"Males"	"15 Coruña, A"	"2011QIV"	"Parados que buscan primer empleo"	2.8
"Females"	"15 Coruña, A"	"2011QIV"	"Parados que buscan primer empleo"	2.1
"Males"	"16 Cuenca"	"2011QIV"	"Parados que buscan primer empleo"	0.1
"Females"	"16 Cuenca"	"2011QIV"	"Parados que buscan primer empleo"	1.3
"Males"	"20 Gipuzkoa"	"2011QIV"	"Parados que buscan primer empleo"	0.7
"Females"	"20 Gipuzkoa"	"2011QIV"	"Parados que buscan primer empleo"	1.8
"Males"	"17 Girona"	"2011QIV"	"Parados que buscan primer empleo"	4
"Females"	"17 Girona"	"2011QIV"	"Parados que buscan primer empleo"	4.9
"Males"	"18 Granada"	"2011QIV"	"Parados que buscan primer empleo"	5.9
"Females"	"18 Granada"	"2011QIV"	"Parados que buscan primer empleo"	5.7
"Males"	"19 Guadalajara"	"2011QIV"	"Parados que buscan primer empleo"	0.7
"Females"	"19 Guadalajara"	"2011QIV"	"Parados que buscan primer empleo"	1.7
"Males"	"21 Huelva"	"2011QIV"	"Parados que buscan primer empleo"	2.1
"Females"	"21 Huelva"	"2011QIV"	"Parados que buscan primer empleo"	2.3
"Males"	"22 Huesca"	"2011QIV"	"Parados que buscan primer empleo"	0.4
"Females"	"22 Huesca"	"2011QIV"	"Parados que buscan primer empleo"	1
"Males"	"23 Jaén"	"2011QIV"	"Parados que buscan primer empleo"	2.6
"Females"	"23 Jaén"	"2011QIV"	"Parados que buscan primer empleo"	5.8
"Males"	"24 León"	"2011QIV"	"Parados que buscan primer empleo"	1.8
"Females"	"24 León"	"2011QIV"	"Parados que buscan primer empleo"	1
"Males"	"25 Lleida"	"2011QIV"	"Parados que buscan primer empleo"	1.6
"Females"	"25 Lleida"	"2011QIV"	"Parados que buscan primer empleo"	2.1
"Males"	"27 Lugo"	"2011QIV"	"Parados que buscan primer empleo"	0.8
"Females"	"27 Lugo"	"2011QIV"	"Parados que buscan primer empleo"	1.1
"Males"	"28 Madrid"	"2011QIV"	"Parados que buscan primer empleo"	25.7
"Females"	"28 Madrid"	"2011QIV"	"Parados que buscan primer empleo"	32.3
"Males"	"29 Málaga"	"2011QIV"	"Parados que buscan primer empleo"	7.8
"Females"	"29 Málaga"	"2011QIV"	"Parados que buscan primer empleo"	12.6
"Males"	"30 Murcia"	"2011QIV"	"Parados que buscan primer empleo"	7.5
"Females"	"30 Murcia"	"2011QIV"	"Parados que buscan primer empleo"	6.4
"Males"	"31 Navarra"	"2011QIV"	"Parados que buscan primer empleo"	0.4
"Females"	"31 Navarra"	"2011QIV"	"Parados que buscan primer empleo"	2.6
"Males"	"32 Ourense"	"2011QIV"	"Parados que buscan primer empleo"	1.1
"Females"	"32 Ourense"	"2011QIV"	"Parados que buscan primer empleo"	1.9
"Males"	"34 Palencia"	"2011QIV"	"Parados que buscan primer empleo"	0.4
"Females"	"34 Palencia"	"2011QIV"	"Parados que buscan primer empleo"	1
"Males"	"35 Palmas, Las"	"2011QIV"	"Parados que buscan primer empleo"	6.5
"Females"	"35 Palmas, Las"	"2011QIV"	"Parados que buscan primer empleo"	9.2
"Males"	"36 Pontevedra"	"2011QIV"	"Parados que buscan primer empleo"	4
"Females"	"36 Pontevedra"	"2011QIV"	"Parados que buscan primer empleo"	3.9
"Males"	"26 Rioja, La"	"2011QIV"	"Parados que buscan primer empleo"	0.9
"Females"	"26 Rioja, La"	"2011QIV"	"Parados que buscan primer empleo"	1.4
"Males"	"37 Salamanca"	"2011QIV"	"Parados que buscan primer empleo"	0.7
"Females"	"37 Salamanca"	"2011QIV"	"Parados que buscan primer empleo"	1.7
"Males"	"38 Santa Cruz de Tenerife"	"2011QIV"	"Parados que buscan primer empleo"	4.7
"Females"	"38 Santa Cruz de Tenerife"	"2011QIV"	"Parados que buscan primer empleo"	6.2
"Males"	"40 Segovia"	"2011QIV"	"Parados que buscan primer empleo"	0
"Females"	"40 Segovia"	"2011QIV"	"Parados que buscan primer empleo"	0.4
"Males"	"41 Sevilla"	"2011QIV"	"Parados que buscan primer empleo"	8.3
"Females"	"41 Sevilla"	"2011QIV"	"Parados que buscan primer empleo"	11.7
"Males"	"42 Soria"	"2011QIV"	"Parados que buscan primer empleo"	0.3
"Females"	"42 Soria"	"2011QIV"	"Parados que buscan primer empleo"	0.3
"Males"	"43 Tarragona"	"2011QIV"	"Parados que buscan primer empleo"	3.9
"Females"	"43 Tarragona"	"2011QIV"	"Parados que buscan primer empleo"	4.2
"Males"	"44 Teruel"	"2011QIV"	"Parados que buscan primer empleo"	0.3
"Females"	"44 Teruel"	"2011QIV"	"Parados que buscan primer empleo"	0.2
"Males"	"45 Toledo"	"2011QIV"	"Parados que buscan primer empleo"	1.7
"Females"	"45 Toledo"	"2011QIV"	"Parados que buscan primer empleo"	4.3
"Males"	"46 Valencia/València"	"2011QIV"	"Parados que buscan primer empleo"	8.4
"Females"	"46 Valencia/València"	"2011QIV"	"Parados que buscan primer empleo"	8
"Males"	"47 Valladolid"	"2011QIV"	"Parados que buscan primer empleo"	3
"Females"	"47 Valladolid"	"2011QIV"	"Parados que buscan primer empleo"	1.6
"Males"	"49 Zamora"	"2011QIV"	"Parados que buscan primer empleo"	0.5
"Females"	"49 Zamora"	"2011QIV"	"Parados que buscan primer empleo"	1.2
"Males"	"50 Zaragoza"	"2011QIV"	"Parados que buscan primer empleo"	2.9
"Females"	"50 Zaragoza"	"2011QIV"	"Parados que buscan primer empleo"	1.6
"Males"	"51 Ceuta"	"2011QIV"	"Parados que buscan primer empleo"	0.6
"Females"	"51 Ceuta"	"2011QIV"	"Parados que buscan primer empleo"	1.7
"Males"	"52 Melilla"	"2011QIV"	"Parados que buscan primer empleo"	0.3
"Females"	"52 Melilla"	"2011QIV"	"Parados que buscan primer empleo"	1
"Males"	"02 Albacete"	"2011QIII"	"Parados que buscan primer empleo"	1.7
"Females"	"02 Albacete"	"2011QIII"	"Parados que buscan primer empleo"	2.1
"Males"	"03 Alicante/Alacant"	"2011QIII"	"Parados que buscan primer empleo"	11
"Females"	"03 Alicante/Alacant"	"2011QIII"	"Parados que buscan primer empleo"	9.4
"Males"	"04 Almería"	"2011QIII"	"Parados que buscan primer empleo"	7.1
"Females"	"04 Almería"	"2011QIII"	"Parados que buscan primer empleo"	1.1
"Males"	"01 Araba/Álava"	"2011QIII"	"Parados que buscan primer empleo"	1.6
"Females"	"01 Araba/Álava"	"2011QIII"	"Parados que buscan primer empleo"	0.3
"Males"	"33 Asturias"	"2011QIII"	"Parados que buscan primer empleo"	4.8
"Females"	"33 Asturias"	"2011QIII"	"Parados que buscan primer empleo"	3.9
"Males"	"05 Ávila"	"2011QIII"	"Parados que buscan primer empleo"	1.5
"Females"	"05 Ávila"	"2011QIII"	"Parados que buscan primer empleo"	1.4
"Males"	"06 Badajoz"	"2011QIII"	"Parados que buscan primer empleo"	2.2
"Females"	"06 Badajoz"	"2011QIII"	"Parados que buscan primer empleo"	4.7
"Males"	"07 Balears, Illes"	"2011QIII"	"Parados que buscan primer empleo"	5.3
"Females"	"07 Balears, Illes"	"2011QIII"	"Parados que buscan primer empleo"	3.2
"Males"	"08 Barcelona"	"2011QIII"	"Parados que buscan primer empleo"	27
"Females"	"08 Barcelona"	"2011QIII"	"Parados que buscan primer empleo"	22.6
"Males"	"48 Bizkaia"	"2011QIII"	"Parados que buscan primer empleo"	7
"Females"	"48 Bizkaia"	"2011QIII"	"Parados que buscan primer empleo"	3.9
"Males"	"09 Burgos"	"2011QIII"	"Parados que buscan primer empleo"	2.4
"Females"	"09 Burgos"	"2011QIII"	"Parados que buscan primer empleo"	0.5
"Males"	"10 Cáceres"	"2011QIII"	"Parados que buscan primer empleo"	2.2
"Females"	"10 Cáceres"	"2011QIII"	"Parados que buscan primer empleo"	1.9
"Males"	"11 Cádiz"	"2011QIII"	"Parados que buscan primer empleo"	7.2
"Females"	"11 Cádiz"	"2011QIII"	"Parados que buscan primer empleo"	11.4
"Males"	"39 Cantabria"	"2011QIII"	"Parados que buscan primer empleo"	1.5
"Females"	"39 Cantabria"	"2011QIII"	"Parados que buscan primer empleo"	2.3
"Males"	"12 Castellón/Castelló"	"2011QIII"	"Parados que buscan primer empleo"	2.8
"Females"	"12 Castellón/Castelló"	"2011QIII"	"Parados que buscan primer empleo"	1.9
"Males"	"13 Ciudad Real"	"2011QIII"	"Parados que buscan primer empleo"	2.3
"Females"	"13 Ciudad Real"	"2011QIII"	"Parados que buscan primer empleo"	4
"Males"	"14 Córdoba"	"2011QIII"	"Parados que buscan primer empleo"	4.1
"Females"	"14 Córdoba"	"2011QIII"	"Parados que buscan primer empleo"	5.8
"Males"	"15 Coruña, A"	"2011QIII"	"Parados que buscan primer empleo"	2.4
"Females"	"15 Coruña, A"	"2011QIII"	"Parados que buscan primer empleo"	3.3
"Males"	"16 Cuenca"	"2011QIII"	"Parados que buscan primer empleo"	1.4
"Females"	"16 Cuenca"	"2011QIII"	"Parados que buscan primer empleo"	1.3
"Males"	"20 Gipuzkoa"	"2011QIII"	"Parados que buscan primer empleo"	0.7
"Females"	"20 Gipuzkoa"	"2011QIII"	"Parados que buscan primer empleo"	2.3
"Males"	"17 Girona"	"2011QIII"	"Parados que buscan primer empleo"	3.8
"Females"	"17 Girona"	"2011QIII"	"Parados que buscan primer empleo"	5.6
"Males"	"18 Granada"	"2011QIII"	"Parados que buscan primer empleo"	7
"Females"	"18 Granada"	"2011QIII"	"Parados que buscan primer empleo"	4.2
"Males"	"19 Guadalajara"	"2011QIII"	"Parados que buscan primer empleo"	1.1
"Females"	"19 Guadalajara"	"2011QIII"	"Parados que buscan primer empleo"	1.9
"Males"	"21 Huelva"	"2011QIII"	"Parados que buscan primer empleo"	3.6
"Females"	"21 Huelva"	"2011QIII"	"Parados que buscan primer empleo"	3.1
"Males"	"22 Huesca"	"2011QIII"	"Parados que buscan primer empleo"	0.8
"Females"	"22 Huesca"	"2011QIII"	"Parados que buscan primer empleo"	1.2
"Males"	"23 Jaén"	"2011QIII"	"Parados que buscan primer empleo"	3.3
"Females"	"23 Jaén"	"2011QIII"	"Parados que buscan primer empleo"	6.9
"Males"	"24 León"	"2011QIII"	"Parados que buscan primer empleo"	1.9
"Females"	"24 León"	"2011QIII"	"Parados que buscan primer empleo"	1.6
"Males"	"25 Lleida"	"2011QIII"	"Parados que buscan primer empleo"	1.8
"Females"	"25 Lleida"	"2011QIII"	"Parados que buscan primer empleo"	1.6
"Males"	"27 Lugo"	"2011QIII"	"Parados que buscan primer empleo"	0.9
"Females"	"27 Lugo"	"2011QIII"	"Parados que buscan primer empleo"	1.5
"Males"	"28 Madrid"	"2011QIII"	"Parados que buscan primer empleo"	29.3
"Females"	"28 Madrid"	"2011QIII"	"Parados que buscan primer empleo"	28.2
"Males"	"29 Málaga"	"2011QIII"	"Parados que buscan primer empleo"	4.9
"Females"	"29 Málaga"	"2011QIII"	"Parados que buscan primer empleo"	11.5
"Males"	"30 Murcia"	"2011QIII"	"Parados que buscan primer empleo"	9
"Females"	"30 Murcia"	"2011QIII"	"Parados que buscan primer empleo"	6.7
"Males"	"31 Navarra"	"2011QIII"	"Parados que buscan primer empleo"	2
"Females"	"31 Navarra"	"2011QIII"	"Parados que buscan primer empleo"	2.6
"Males"	"32 Ourense"	"2011QIII"	"Parados que buscan primer empleo"	1.4
"Females"	"32 Ourense"	"2011QIII"	"Parados que buscan primer empleo"	1.3
"Males"	"34 Palencia"	"2011QIII"	"Parados que buscan primer empleo"	0.8
"Females"	"34 Palencia"	"2011QIII"	"Parados que buscan primer empleo"	0.9
"Males"	"35 Palmas, Las"	"2011QIII"	"Parados que buscan primer empleo"	7.8
"Females"	"35 Palmas, Las"	"2011QIII"	"Parados que buscan primer empleo"	12.4
"Males"	"36 Pontevedra"	"2011QIII"	"Parados que buscan primer empleo"	4.2
"Females"	"36 Pontevedra"	"2011QIII"	"Parados que buscan primer empleo"	4.5
"Males"	"26 Rioja, La"	"2011QIII"	"Parados que buscan primer empleo"	0.9
"Females"	"26 Rioja, La"	"2011QIII"	"Parados que buscan primer empleo"	2.7
"Males"	"37 Salamanca"	"2011QIII"	"Parados que buscan primer empleo"	0.9
"Females"	"37 Salamanca"	"2011QIII"	"Parados que buscan primer empleo"	1.4
"Males"	"38 Santa Cruz de Tenerife"	"2011QIII"	"Parados que buscan primer empleo"	6
"Females"	"38 Santa Cruz de Tenerife"	"2011QIII"	"Parados que buscan primer empleo"	7.7
"Males"	"40 Segovia"	"2011QIII"	"Parados que buscan primer empleo"	0.6
"Females"	"40 Segovia"	"2011QIII"	"Parados que buscan primer empleo"	0.5
"Males"	"41 Sevilla"	"2011QIII"	"Parados que buscan primer empleo"	7.3
"Females"	"41 Sevilla"	"2011QIII"	"Parados que buscan primer empleo"	12.3
"Males"	"42 Soria"	"2011QIII"	"Parados que buscan primer empleo"	0
"Females"	"42 Soria"	"2011QIII"	"Parados que buscan primer empleo"	0.7
"Males"	"43 Tarragona"	"2011QIII"	"Parados que buscan primer empleo"	2.8
"Females"	"43 Tarragona"	"2011QIII"	"Parados que buscan primer empleo"	5.8
"Males"	"44 Teruel"	"2011QIII"	"Parados que buscan primer empleo"	0.3
"Females"	"44 Teruel"	"2011QIII"	"Parados que buscan primer empleo"	0.6
"Males"	"45 Toledo"	"2011QIII"	"Parados que buscan primer empleo"	2.2
"Females"	"45 Toledo"	"2011QIII"	"Parados que buscan primer empleo"	3.9
"Males"	"46 Valencia/València"	"2011QIII"	"Parados que buscan primer empleo"	10.1
"Females"	"46 Valencia/València"	"2011QIII"	"Parados que buscan primer empleo"	13.7
"Males"	"47 Valladolid"	"2011QIII"	"Parados que buscan primer empleo"	1.8
"Females"	"47 Valladolid"	"2011QIII"	"Parados que buscan primer empleo"	2.5
"Males"	"49 Zamora"	"2011QIII"	"Parados que buscan primer empleo"	0.7
"Females"	"49 Zamora"	"2011QIII"	"Parados que buscan primer empleo"	1.4
"Males"	"50 Zaragoza"	"2011QIII"	"Parados que buscan primer empleo"	2.9
"Females"	"50 Zaragoza"	"2011QIII"	"Parados que buscan primer empleo"	2.5
"Males"	"51 Ceuta"	"2011QIII"	"Parados que buscan primer empleo"	0.7
"Females"	"51 Ceuta"	"2011QIII"	"Parados que buscan primer empleo"	1.2
"Males"	"52 Melilla"	"2011QIII"	"Parados que buscan primer empleo"	0.6
"Females"	"52 Melilla"	"2011QIII"	"Parados que buscan primer empleo"	0.8
"Males"	"02 Albacete"	"2011QII"	"Parados que buscan primer empleo"	1.6
"Females"	"02 Albacete"	"2011QII"	"Parados que buscan primer empleo"	2.2
"Males"	"03 Alicante/Alacant"	"2011QII"	"Parados que buscan primer empleo"	7.4
"Females"	"03 Alicante/Alacant"	"2011QII"	"Parados que buscan primer empleo"	5.3
"Males"	"04 Almería"	"2011QII"	"Parados que buscan primer empleo"	5.7
"Females"	"04 Almería"	"2011QII"	"Parados que buscan primer empleo"	2.4
"Males"	"01 Araba/Álava"	"2011QII"	"Parados que buscan primer empleo"	1.4
"Females"	"01 Araba/Álava"	"2011QII"	"Parados que buscan primer empleo"	0.1
"Males"	"33 Asturias"	"2011QII"	"Parados que buscan primer empleo"	4
"Females"	"33 Asturias"	"2011QII"	"Parados que buscan primer empleo"	3.1
"Males"	"05 Ávila"	"2011QII"	"Parados que buscan primer empleo"	1.1
"Females"	"05 Ávila"	"2011QII"	"Parados que buscan primer empleo"	0.9
"Males"	"06 Badajoz"	"2011QII"	"Parados que buscan primer empleo"	4.1
"Females"	"06 Badajoz"	"2011QII"	"Parados que buscan primer empleo"	5.8
"Males"	"07 Balears, Illes"	"2011QII"	"Parados que buscan primer empleo"	3.9
"Females"	"07 Balears, Illes"	"2011QII"	"Parados que buscan primer empleo"	4.8
"Males"	"08 Barcelona"	"2011QII"	"Parados que buscan primer empleo"	26.7
"Females"	"08 Barcelona"	"2011QII"	"Parados que buscan primer empleo"	24.2
"Males"	"48 Bizkaia"	"2011QII"	"Parados que buscan primer empleo"	3.4
"Females"	"48 Bizkaia"	"2011QII"	"Parados que buscan primer empleo"	1.9
"Males"	"09 Burgos"	"2011QII"	"Parados que buscan primer empleo"	2.1
"Females"	"09 Burgos"	"2011QII"	"Parados que buscan primer empleo"	0.9
"Males"	"10 Cáceres"	"2011QII"	"Parados que buscan primer empleo"	2.6
"Females"	"10 Cáceres"	"2011QII"	"Parados que buscan primer empleo"	1.5
"Males"	"11 Cádiz"	"2011QII"	"Parados que buscan primer empleo"	4.1
"Females"	"11 Cádiz"	"2011QII"	"Parados que buscan primer empleo"	12.1
